Vertical,Logic Turover,Logic Tier,Logic Rating,Logic TAT Slab,Logic Product Count,Logic PL,>=3 Multi Angle Img,% Contribution,Slab,Mcat Count Slab,Logic IA,Logic DAU,Logic D rank,Logic A rank,Logic Broad Industry
NSD Top Cities - Channel FSF,Upto 50 Lakh,Tier1,0-1,8-10,12-19,LOCAL ONLY,0,0.0,0%,5-8,0-50,4-6,0,0,Consumer Focused Segment
NSD Tele,Upto 50 Lakh,Others,0-1,5-7,12-19,LOCAL ONLY,1,8.3,5%-10%,9-12,91-100,26-30,1,7-10,Other Consumer Focused Segment
NSD Tele,50 Lakh-1 Cr,Others,0-1,5-7,20,HYPERLOCAL,0,0.0,0%,17-20,76-90,26-30,5,7-10,Other B2B Category
NSD Tele,50 Lakh-1 Cr,Others,Greater than Equal to 5,5-7,21-30,LOCAL ONLY,0,0.0,0%,Greater than 24,76-90,21-25,3,Greater than 10,Other B2B Category
NSD Top Cities - Inhouse FSF,50 Lakh-1 Cr,Others,0-1,8-10,12-19,HYPERLOCAL,0,0.0,0%,0-4,76-90,1-3,0,0,Industrial Segments
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Others,0-1,8-10,12-19,LOCAL ONLY,0,0.0,0%,17-20,51-75,11-15,2,4-6,Industrial Segments
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Others,0-1,5-7,11,HYPERLOCAL,0,0.0,0%,9-12,76-90,1-3,0,0,Industrial Segments
NSD Top Cities - Channel FSF,Upto 50 Lakh,Tier1,3-4,5-7,21-30,HYPERLOCAL,4,14.8,10-15%,Greater than 24,76-90,16-20,5,Greater than 10,Other Consumer Focused Segment
NSD Top Cities - Inhouse FSF,50 Lakh-1 Cr,Tier1,0-1,11-15,11,HYPERLOCAL,3,27.3,Greater than 25%,13-16,91-100,0,0,0,Industrial Segments
NSD Top Cities - Channel FSF,Upto 50 Lakh,Tier1,0-1,11-15,11,HYPERLOCAL,0,0.0,0%,5-8,76-90,1-3,0,0,Other Consumer Focused Segment
NSD Top Cities - Channel FSF,1Cr-2Cr,Tier1,0-1,5-7,20,HYPERLOCAL,1,5.0,0.01%-5%,13-16,76-90,16-20,0,1-3,Industrial Segments
NSD Top Cities - Inhouse FSF,Not Mentioned,Tier2,0-1,11-15,21-30,HYPERLOCAL,8,38.1,Greater than 25%,9-12,91-100,0,0,0,Consumer Focused Segment
NSD Tele,50 Lakh-1 Cr,Others,Greater than Equal to 5,5-7,12-19,INDIA,0,0.0,0%,Greater than 24,51-75,26-30,Greater than 5,Greater than 10,Industrial Segments
NSD Top Cities - Inhouse FSF,50 Lakh-1 Cr,Tier1,0-1,5-7,12-19,HYPERLOCAL,0,0.0,0%,13-16,91-100,16-20,4,4-6,Other B2B Category
NSD Top Cities - Inhouse FSF,1Cr-2Cr,Tier1,0-1,5-7,20,HYPERLOCAL,6,30.0,Greater than 25%,13-16,76-90,1-3,0,0,Other Consumer Focused Segment
NSD Tele,Upto 50 Lakh,Tier2,Greater than Equal to 5,5-7,20,INDIA,15,75.0,Greater than 25%,17-20,51-75,21-25,4,7-10,Consumer Focused Segment
NSD Tele,Upto 50 Lakh,Others,0-1,5-7,12-19,INDIA,0,0.0,0%,9-12,91-100,7-10,0,7-10,Consumer Focused Segment
NSD Inbound Sales,Upto 50 Lakh,Tier1,4-5,5-7,11,INDIA,11,100.0,Greater than 25%,13-16,91-100,21-25,1,Greater than 10,Industrial Segments
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Tier1,0-1,11-15,12-19,HYPERLOCAL,3,21.4,20%-25%,13-16,0-50,0,0,0,Consumer Focused Segment
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Tier1,0-1,11-15,20,LOCAL ONLY,0,0.0,0%,Greater than 24,76-90,21-25,1,Greater than 10,Other Consumer Focused Segment
NSD Tele,1Cr-2Cr,Tier1,0-1,5-7,20,HYPERLOCAL,15,75.0,Greater than 25%,5-8,91-100,11-15,1,1-3,Industrial Segments
NSD Tele,Upto 50 Lakh,Others,0-1,5-7,20,LOCAL ONLY,1,5.0,0.01%-5%,13-16,76-90,7-10,2,7-10,Other B2B Category
NSD Tele,Not Mentioned,Tier2,0-1,5-7,Greater than 30,LOCAL ONLY,0,0.0,0%,5-8,51-75,21-25,0,4-6,Other Consumer Focused Segment
NSD Tele,Upto 50 Lakh,Tier1,0-1,5-7,11,LOCAL ONLY,2,18.2,15-20%,5-8,76-90,7-10,2,1-3,Consumer Focused Segment
NSD Tele,Upto 50 Lakh,Tier2,Greater than Equal to 5,5-7,11,INDIA,0,0.0,0%,5-8,91-100,7-10,1,1-3,Industrial Segments
NSD Tele,50 Lakh-1 Cr,Tier1,Greater than Equal to 5,8-10,Greater than 30,INDIA,29,82.9,Greater than 25%,Greater than 24,51-75,21-25,0,7-10,Other B2B Category
NSD Emerging Markets - Channel FSF,Upto 50 Lakh,Tier2,0-1,5-7,12-19,LOCAL ONLY,4,33.3,Greater than 25%,9-12,91-100,16-20,1,1-3,Other B2B Category
NSD Emerging Markets - Channel FSF,1Cr-2Cr,Tier2,0-1,5-7,12-19,LOCAL ONLY,4,33.3,Greater than 25%,5-8,91-100,7-10,0,1-3,Other Consumer Focused Segment
NSD Top Cities - Inhouse FSF,1Cr-2Cr,Others,0-1,5-7,12-19,LOCAL ONLY,0,0.0,0%,21-24,91-100,11-15,5,Greater than 10,Other B2B Category
NSD Tele,Not Mentioned,Others,0-1,5-7,11,INDIA,1,9.1,5%-10%,5-8,51-75,7-10,2,4-6,Other B2B Category
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Tier1,0-1,5-7,20,LOCAL ONLY,7,35.0,Greater than 25%,21-24,76-90,11-15,1,Greater than 10,Other B2B Category
NSD Tele,Greater than 5 Cr,Others,0-1,5-7,21-30,LOCAL ONLY,1,4.5,0.01%-5%,17-20,76-90,11-15,2,7-10,Other B2B Category
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Tier2,0-1,0-4,12-19,LOCAL ONLY,0,0.0,0%,Greater than 24,76-90,16-20,3,4-6,Other B2B Category
NSD Tele,Upto 50 Lakh,Others,0-1,8-10,12-19,HYPERLOCAL,0,0.0,0%,9-12,91-100,1-3,0,0,Other Consumer Focused Segment
NSD Top Cities - Inhouse FSF,Not Mentioned,Tier1,0-1,5-7,11,LOCAL ONLY,0,0.0,0%,13-16,76-90,21-25,Greater than 5,1-3,Consumer Focused Segment
NSD Inbound Sales,Upto 50 Lakh,Others,Greater than Equal to 5,0-4,20,INDIA,0,0.0,0%,17-20,51-75,26-30,0,Greater than 10,Industrial Segments
NSD Emerging Markets - Channel FSF,Upto 50 Lakh,Others,0-1,5-7,12-19,LOCAL ONLY,13,100.0,Greater than 25%,13-16,51-75,26-30,0,7-10,Consumer Focused Segment
NSD Top Cities - Channel FSF,Greater than 5 Cr,Tier2,0-1,5-7,21-30,HYPERLOCAL,24,96.0,Greater than 25%,13-16,51-75,7-10,0,1-3,Consumer Focused Segment
Other Vertical,50 Lakh-1 Cr,Tier2,0-1,11-15,21-30,HYPERLOCAL,14,63.6,Greater than 25%,Greater than 24,76-90,1-3,0,0,Other B2B Category
NSD Top Cities - Inhouse FSF,1Cr-2Cr,Tier2,0-1,5-7,20,INDIA,7,35.0,Greater than 25%,0-4,76-90,16-20,1,1-3,Other B2B Category
NSD Top Cities - Inhouse FSF,50 Lakh-1 Cr,Tier2,0-1,5-7,20,HYPERLOCAL,0,0.0,0%,9-12,91-100,7-10,1,0,Consumer Focused Segment
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Tier1,0-1,0-4,20,HYPERLOCAL,0,0.0,0%,5-8,91-100,4-6,1,0,Other B2B Category
NSD Top Cities - Inhouse FSF,50 Lakh-1 Cr,Tier1,0-1,Greater than 15,Greater than 30,HYPERLOCAL,0,0.0,0%,Greater than 24,0-50,4-6,0,1-3,Industrial Segments
NSD Tele,Upto 50 Lakh,Others,0-1,5-7,11,HYPERLOCAL,0,0.0,0%,17-20,76-90,7-10,2,1-3,Other B2B Category
NSD Top Cities - Channel FSF,Upto 50 Lakh,Tier2,0-1,5-7,12-19,HYPERLOCAL,0,0.0,0%,9-12,76-90,11-15,2,4-6,Other B2B Category
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Others,0-1,5-7,21-30,HYPERLOCAL,16,72.7,Greater than 25%,13-16,91-100,1-3,0,7-10,Other Consumer Focused Segment
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Tier1,0-1,5-7,Greater than 30,INDIA,7,7.9,5%-10%,Greater than 24,51-75,21-25,Greater than 5,Greater than 10,Consumer Focused Segment
NSD Tele,Upto 50 Lakh,Others,4-5,5-7,21-30,LOCAL ONLY,8,27.6,Greater than 25%,Greater than 24,91-100,21-25,Greater than 5,Greater than 10,Other Consumer Focused Segment
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Tier2,4-5,5-7,Greater than 30,FOREIGN & GLOBAL,0,0.0,0%,Greater than 24,76-90,26-30,3,Greater than 10,Other B2B Category
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Tier1,0-1,5-7,12-19,INDIA,3,21.4,20%-25%,Greater than 24,91-100,21-25,Greater than 5,Greater than 10,Other Consumer Focused Segment
NSD Top Cities - Inhouse FSF,Not Mentioned,Tier1,Greater than Equal to 5,5-7,20,HYPERLOCAL,3,15.0,10-15%,Greater than 24,91-100,21-25,0,Greater than 10,Other B2B Category
NSD Tele,1Cr-2Cr,Others,2-3,11-15,21-30,INDIA,2,9.5,5%-10%,9-12,91-100,7-10,1,4-6,Industrial Segments
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Tier1,0-1,5-7,12-19,LOCAL ONLY,0,0.0,0%,9-12,91-100,11-15,1,1-3,Other Consumer Focused Segment
NSD Tele,Upto 50 Lakh,Tier2,0-1,5-7,11,INDIA,10,90.9,Greater than 25%,Greater than 24,51-75,26-30,1,Greater than 10,Consumer Focused Segment
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Others,Greater than Equal to 5,8-10,Greater than 30,LOCAL ONLY,26,61.9,Greater than 25%,21-24,76-90,26-30,0,7-10,Consumer Focused Segment
NSD Emerging Markets - Channel FSF,Upto 50 Lakh,Others,0-1,11-15,6-10,LOCAL ONLY,5,55.6,Greater than 25%,13-16,0-50,7-10,0,7-10,Industrial Segments
NSD Top Cities - Inhouse FSF,50 Lakh-1 Cr,Tier2,0-1,5-7,20,LOCAL ONLY,1,5.0,0.01%-5%,9-12,91-100,4-6,0,1-3,Industrial Segments
NSD Top Cities - Channel FSF,50 Lakh-1 Cr,Tier1,0-1,11-15,Greater than 30,HYPERLOCAL,43,79.6,Greater than 25%,Greater than 24,76-90,21-25,2,Greater than 10,Other Consumer Focused Segment
NSD Top Cities - Channel FSF,Upto 50 Lakh,Tier1,Greater than Equal to 5,5-7,11,LOCAL ONLY,4,36.4,Greater than 25%,9-12,91-100,11-15,0,1-3,Other Consumer Focused Segment
NSD Tele,Upto 50 Lakh,Others,0-1,0-4,6-10,HYPERLOCAL,0,0.0,0%,0-4,76-90,4-6,0,0,Consumer Focused Segment
NSD Emerging Markets - Channel FSF,1Cr-2Cr,Tier2,0-1,5-7,21-30,LOCAL ONLY,0,0.0,0%,21-24,Not Available,16-20,5,4-6,Other Consumer Focused Segment
NSD Top Cities - Inhouse FSF,Not Mentioned,Tier2,0-1,5-7,20,LOCAL ONLY,0,0.0,0%,Greater than 24,76-90,16-20,2,7-10,Other B2B Category
NSD Top Cities - Inhouse FSF,50 Lakh-1 Cr,Tier2,0-1,0-4,20,HYPERLOCAL,3,15.0,10-15%,21-24,91-100,11-15,4,4-6,Industrial Segments
NSD Tele,Upto 50 Lakh,Others,0-1,5-7,11,LOCAL ONLY,2,18.2,15-20%,21-24,51-75,26-30,3,7-10,Consumer Focused Segment
NSD Top Cities - Inhouse FSF,1Cr-2Cr,Others,0-1,5-7,20,LOCAL ONLY,0,0.0,0%,9-12,76-90,11-15,0,4-6,Other B2B Category
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Others,0-1,11-15,12-19,LOCAL ONLY,5,27.8,Greater than 25%,5-8,91-100,7-10,0,1-3,Industrial Segments
NSD Inbound Sales,Upto 50 Lakh,Others,0-1,8-10,21-30,HYPERLOCAL,1,4.3,0.01%-5%,13-16,51-75,7-10,1,1-3,Other B2B Category
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Tier2,0-1,5-7,21-30,LOCAL ONLY,0,0.0,0%,21-24,51-75,7-10,0,1-3,Industrial Segments
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Tier2,0-1,5-7,12-19,LOCAL ONLY,0,0.0,0%,9-12,76-90,4-6,0,0,Industrial Segments
NSD Inbound Sales,50 Lakh-1 Cr,Tier2,0-1,0-4,Greater than 30,LOCAL ONLY,0,0.0,0%,17-20,76-90,26-30,0,7-10,Other Consumer Focused Segment
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Tier1,0-1,5-7,11,LOCAL ONLY,0,0.0,0%,17-20,76-90,26-30,3,7-10,Other B2B Category
NSD Tele,Upto 50 Lakh,Tier1,0-1,5-7,12-19,LOCAL ONLY,0,0.0,0%,0-4,51-75,7-10,0,1-3,Other B2B Category
NSD Top Cities - Channel FSF,Upto 50 Lakh,Others,0-1,8-10,12-19,HYPERLOCAL,8,66.7,Greater than 25%,5-8,76-90,11-15,0,4-6,Other B2B Category
NSD Emerging Markets - Channel FSF,Upto 50 Lakh,Tier2,0-1,5-7,21-30,HYPERLOCAL,0,0.0,0%,9-12,76-90,11-15,0,1-3,Industrial Segments
NSD Top Cities - Inhouse FSF,1Cr-2Cr,Tier2,0-1,5-7,20,HYPERLOCAL,1,5.0,0.01%-5%,13-16,91-100,7-10,1,1-3,Industrial Segments
NSD Top Cities - Channel FSF,50 Lakh-1 Cr,Tier2,0-1,0-4,20,LOCAL ONLY,7,35.0,Greater than 25%,Greater than 24,76-90,11-15,Greater than 5,Greater than 10,Industrial Segments
NSD Tele,Greater than 5 Cr,Others,Greater than Equal to 5,5-7,20,HYPERLOCAL,0,0.0,0%,13-16,91-100,4-6,0,1-3,Industrial Segments
NSD Top Cities - Channel FSF,Upto 50 Lakh,Tier1,0-1,0-4,20,LOCAL ONLY,0,0.0,0%,17-20,76-90,21-25,3,7-10,Consumer Focused Segment
NSD Inbound Sales,Upto 50 Lakh,Tier1,0-1,8-10,12-19,HYPERLOCAL,0,0.0,0%,9-12,76-90,16-20,2,4-6,Other Consumer Focused Segment
NSD Top Cities - Inhouse FSF,2 Cr-5 Cr,Tier1,Greater than Equal to 5,5-7,20,INDIA,6,30.0,Greater than 25%,Greater than 24,91-100,26-30,2,Greater than 10,Other B2B Category
NSD Emerging Markets - Channel FSF,Not Mentioned,Tier2,0-1,5-7,11,LOCAL ONLY,9,81.8,Greater than 25%,5-8,91-100,16-20,0,4-6,Other B2B Category
NSD Top Cities - Channel FSF,50 Lakh-1 Cr,Tier1,0-1,11-15,12-19,HYPERLOCAL,8,47.1,Greater than 25%,17-20,76-90,1-3,1,1-3,Industrial Segments
NSD Top Cities - Inhouse FSF,50 Lakh-1 Cr,Others,3-4,0-4,20,LOCAL ONLY,0,0.0,0%,Greater than 24,51-75,11-15,2,4-6,Other B2B Category
NSD Inbound Sales,1Cr-2Cr,Others,0-1,5-7,11,LOCAL ONLY,0,0.0,0%,9-12,76-90,16-20,2,4-6,Other B2B Category
NSD Top Cities - Channel FSF,Upto 50 Lakh,Tier2,0-1,5-7,12-19,LOCAL ONLY,1,8.3,5%-10%,9-12,91-100,7-10,3,1-3,Other B2B Category
NSD Top Cities - Inhouse FSF,1Cr-2Cr,Tier2,0-1,5-7,12-19,LOCAL ONLY,2,16.7,15-20%,5-8,51-75,26-30,0,1-3,Industrial Segments
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Others,0-1,5-7,11,LOCAL ONLY,0,0.0,0%,13-16,51-75,11-15,1,1-3,Other Consumer Focused Segment
NSD Tele,Upto 50 Lakh,Tier1,0-1,8-10,12-19,LOCAL ONLY,7,36.8,Greater than 25%,13-16,51-75,16-20,1,7-10,Consumer Focused Segment
NSD Top Cities - Channel FSF,Not Mentioned,Tier2,0-1,5-7,20,LOCAL ONLY,1,5.0,0.01%-5%,Greater than 24,76-90,26-30,Greater than 5,Greater than 10,Industrial Segments
NSD Tele,Upto 50 Lakh,Others,3-4,5-7,11,LOCAL ONLY,3,27.3,Greater than 25%,5-8,91-100,11-15,1,1-3,Consumer Focused Segment
NSD Tele,50 Lakh-1 Cr,Others,Greater than Equal to 5,5-7,12-19,HYPERLOCAL,4,33.3,Greater than 25%,9-12,91-100,11-15,0,7-10,Other Consumer Focused Segment
NSD Top Cities - Inhouse FSF,Not Mentioned,Tier2,0-1,5-7,12-19,LOCAL ONLY,15,100.0,Greater than 25%,9-12,91-100,21-25,5,4-6,Other Consumer Focused Segment
NSD Top Cities - Inhouse FSF,50 Lakh-1 Cr,Tier1,0-1,Greater than 15,12-19,HYPERLOCAL,1,7.7,5%-10%,9-12,Not Available,11-15,0,4-6,Other B2B Category
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Tier2,0-1,5-7,20,INDIA,0,0.0,0%,13-16,76-90,21-25,1,7-10,Other B2B Category
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Tier1,0-1,8-10,20,HYPERLOCAL,3,15.0,10-15%,9-12,51-75,4-6,0,0,Consumer Focused Segment
NSD Top Cities - Inhouse FSF,50 Lakh-1 Cr,Tier1,0-1,5-7,Greater than 30,LOCAL ONLY,12,36.4,Greater than 25%,17-20,76-90,21-25,0,7-10,Other B2B Category
NSD Top Cities - Inhouse FSF,50 Lakh-1 Cr,Tier1,0-1,5-7,21-30,LOCAL ONLY,0,0.0,0%,5-8,91-100,4-6,0,0,Industrial Segments
NSD Tele,50 Lakh-1 Cr,Tier2,Greater than Equal to 5,5-7,11,LOCAL ONLY,11,100.0,Greater than 25%,17-20,91-100,11-15,2,4-6,Other Consumer Focused Segment
NSD Tele,2 Cr-5 Cr,Tier1,0-1,5-7,20,LOCAL ONLY,0,0.0,0%,Greater than 24,51-75,11-15,Greater than 5,7-10,Consumer Focused Segment
NSD Tele,Upto 50 Lakh,Tier1,0-1,5-7,12-19,LOCAL ONLY,12,92.3,Greater than 25%,5-8,76-90,7-10,1,4-6,Other B2B Category
NSD Emerging Markets - Channel FSF,1Cr-2Cr,Tier2,0-1,8-10,11,INDIA,1,9.1,5%-10%,9-12,76-90,11-15,0,4-6,Consumer Focused Segment
NSD Top Cities - Inhouse FSF,1Cr-2Cr,Tier1,0-1,8-10,11,HYPERLOCAL,1,9.1,5%-10%,21-24,91-100,7-10,0,7-10,Other B2B Category
NSD Top Cities - Inhouse FSF,Not Mentioned,Tier1,0-1,8-10,11,LOCAL ONLY,0,0.0,0%,5-8,51-75,4-6,0,1-3,Industrial Segments
NSD Tele,Upto 50 Lakh,Others,0-1,11-15,6-10,LOCAL ONLY,0,0.0,0%,0-4,91-100,21-25,1,1-3,Other B2B Category
NSD Tele,Upto 50 Lakh,Tier1,0-1,5-7,12-19,LOCAL ONLY,0,0.0,0%,9-12,76-90,11-15,0,0,Industrial Segments
NSD Top Cities - Channel FSF,Upto 50 Lakh,Tier2,0-1,0-4,21-30,HYPERLOCAL,0,0.0,0%,21-24,76-90,4-6,0,1-3,Industrial Segments
NSD Tele,50 Lakh-1 Cr,Others,0-1,5-7,12-19,INDIA,5,38.5,Greater than 25%,9-12,91-100,26-30,1,7-10,Other B2B Category
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Tier2,0-1,5-7,20,LOCAL ONLY,0,0.0,0%,5-8,76-90,21-25,1,4-6,Other Consumer Focused Segment
NSD Emerging Markets - Channel FSF,1Cr-2Cr,Tier2,0-1,5-7,11,HYPERLOCAL,7,63.6,Greater than 25%,5-8,91-100,1-3,0,0,Industrial Segments
NSD Inbound Sales,1Cr-2Cr,Others,0-1,5-7,12-19,LOCAL ONLY,3,23.1,20%-25%,9-12,76-90,7-10,0,7-10,Other B2B Category
NSD Top Cities - Inhouse FSF,1Cr-2Cr,Tier1,0-1,11-15,Greater than 30,LOCAL ONLY,1,2.1,0.01%-5%,Greater than 24,76-90,21-25,2,Greater than 10,Other B2B Category
NSD Tele,50 Lakh-1 Cr,Tier1,0-1,11-15,12-19,LOCAL ONLY,9,50.0,Greater than 25%,5-8,51-75,11-15,1,4-6,Other B2B Category
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Tier2,0-1,5-7,12-19,LOCAL ONLY,0,0.0,0%,13-16,76-90,7-10,1,4-6,Consumer Focused Segment
NSD Emerging Markets - Channel FSF,1Cr-2Cr,Others,0-1,5-7,11,HYPERLOCAL,4,36.4,Greater than 25%,13-16,76-90,1-3,0,0,Industrial Segments
NSD Top Cities - Inhouse FSF,2 Cr-5 Cr,Tier1,0-1,5-7,21-30,INDIA,1,4.2,0.01%-5%,Greater than 24,76-90,21-25,0,7-10,Other Consumer Focused Segment
NSD Tele,Upto 50 Lakh,Others,Greater than Equal to 5,5-7,12-19,LOCAL ONLY,1,6.7,5%-10%,17-20,76-90,16-20,0,Greater than 10,Consumer Focused Segment
NSD Inbound Sales,50 Lakh-1 Cr,Others,0-1,5-7,12-19,LOCAL ONLY,0,0.0,0%,21-24,76-90,21-25,Greater than 5,4-6,Other B2B Category
NSD Tele,Upto 50 Lakh,Others,0-1,5-7,21-30,INDIA,11,52.4,Greater than 25%,9-12,76-90,26-30,1,4-6,Industrial Segments
NSD Emerging Markets - Channel FSF,Upto 50 Lakh,Others,0-1,5-7,Greater than 30,INDIA,31,72.1,Greater than 25%,Greater than 24,76-90,26-30,3,1-3,Consumer Focused Segment
NSD Tele,50 Lakh-1 Cr,Tier1,0-1,0-4,12-19,LOCAL ONLY,0,0.0,0%,Greater than 24,76-90,11-15,Greater than 5,Greater than 10,Industrial Segments
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Tier2,0-1,8-10,20,HYPERLOCAL,0,0.0,0%,9-12,91-100,4-6,0,1-3,Other B2B Category
NSD Tele,Not Mentioned,Tier1,0-1,5-7,12-19,LOCAL ONLY,12,85.7,Greater than 25%,9-12,76-90,7-10,2,4-6,Consumer Focused Segment
NSD Tele,Not Mentioned,Others,0-1,5-7,12-19,LOCAL ONLY,2,16.7,15-20%,9-12,76-90,11-15,0,1-3,Other Consumer Focused Segment
NSD Inbound Sales,1Cr-2Cr,Tier2,0-1,0-4,11,INDIA,1,9.1,5%-10%,5-8,51-75,21-25,1,4-6,Consumer Focused Segment
NSD Inbound Sales,Not Mentioned,Tier2,0-1,5-7,12-19,HYPERLOCAL,1,7.1,5%-10%,9-12,76-90,16-20,1,4-6,Other B2B Category
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Tier1,4-5,5-7,20,LOCAL ONLY,0,0.0,0%,Greater than 24,91-100,26-30,3,Greater than 10,Other B2B Category
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Tier1,0-1,5-7,12-19,LOCAL ONLY,4,30.8,Greater than 25%,9-12,76-90,7-10,2,1-3,Industrial Segments
NSD Tele,Upto 50 Lakh,Others,0-1,0-4,11,HYPERLOCAL,0,0.0,0%,0-4,91-100,7-10,0,1-3,Industrial Segments
NSD Top Cities - Channel FSF,Upto 50 Lakh,Tier1,0-1,5-7,21-30,LOCAL ONLY,7,24.1,20%-25%,Greater than 24,51-75,26-30,Greater than 5,Greater than 10,Other B2B Category
NSD Top Cities - Inhouse FSF,50 Lakh-1 Cr,Tier1,0-1,5-7,20,HYPERLOCAL,3,15.0,10-15%,17-20,91-100,4-6,0,0,Industrial Segments
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Tier1,0-1,8-10,Greater than 30,HYPERLOCAL,0,0.0,0%,21-24,Not Available,4-6,0,0,Other Consumer Focused Segment
NSD Top Cities - Channel FSF,Upto 50 Lakh,Others,0-1,5-7,6-10,HYPERLOCAL,2,22.2,20%-25%,17-20,91-100,21-25,4,7-10,Industrial Segments
NSD Top Cities - Channel FSF,Not Mentioned,Tier1,0-1,5-7,12-19,INDIA,0,0.0,0%,5-8,76-90,11-15,2,1-3,Industrial Segments
NSD Top Cities - Inhouse FSF,1Cr-2Cr,Tier1,0-1,0-4,21-30,LOCAL ONLY,0,0.0,0%,9-12,91-100,26-30,1,7-10,Consumer Focused Segment
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Tier1,0-1,5-7,21-30,LOCAL ONLY,0,0.0,0%,Greater than 24,91-100,7-10,1,4-6,Other Consumer Focused Segment
NSD Tele,50 Lakh-1 Cr,Tier1,Greater than Equal to 5,5-7,20,HYPERLOCAL,2,10.0,5%-10%,9-12,91-100,21-25,1,7-10,Other B2B Category
NSD Tele,Upto 50 Lakh,Others,Greater than Equal to 5,5-7,11,LOCAL ONLY,0,0.0,0%,Greater than 24,76-90,26-30,2,4-6,Other B2B Category
NSD Tele,1Cr-2Cr,Tier2,0-1,11-15,20,LOCAL ONLY,0,0.0,0%,5-8,91-100,11-15,3,1-3,Consumer Focused Segment
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Others,0-1,Greater than 15,11,HYPERLOCAL,4,36.4,Greater than 25%,9-12,76-90,1-3,0,0,Other B2B Category
NSD Tele,Upto 50 Lakh,Tier2,0-1,5-7,12-19,LOCAL ONLY,0,0.0,0%,9-12,76-90,7-10,1,1-3,Consumer Focused Segment
NSD Top Cities - Channel FSF,Upto 50 Lakh,Tier2,0-1,8-10,12-19,INDIA,5,31.3,Greater than 25%,17-20,76-90,26-30,5,7-10,Industrial Segments
NSD Top Cities - Inhouse FSF,50 Lakh-1 Cr,Tier1,0-1,5-7,Greater than 30,HYPERLOCAL,1,2.4,0.01%-5%,21-24,51-75,1-3,0,1-3,Consumer Focused Segment
NSD Top Cities - Inhouse FSF,2 Cr-5 Cr,Tier2,0-1,5-7,Greater than 30,INDIA,0,0.0,0%,21-24,51-75,11-15,5,7-10,Consumer Focused Segment
NSD Tele,2 Cr-5 Cr,Tier2,0-1,5-7,0-5,INDIA,1,100.0,Greater than 25%,0-4,76-90,11-15,0,1-3,Other Consumer Focused Segment
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Tier2,0-1,5-7,11,INDIA,0,0.0,0%,0-4,91-100,11-15,1,1-3,Consumer Focused Segment
NSD Top Cities - Inhouse FSF,50 Lakh-1 Cr,Tier2,0-1,0-4,11,LOCAL ONLY,9,81.8,Greater than 25%,17-20,91-100,4-6,Greater than 5,7-10,Industrial Segments
NSD Top Cities - Channel FSF,Upto 50 Lakh,Tier2,4-5,5-7,11,LOCAL ONLY,11,100.0,Greater than 25%,21-24,76-90,16-20,0,Greater than 10,Consumer Focused Segment
NSD Tele,Upto 50 Lakh,Tier2,0-1,8-10,12-19,LOCAL ONLY,1,8.3,5%-10%,9-12,91-100,4-6,1,7-10,Other B2B Category
NSD Emerging Markets - Channel FSF,1Cr-2Cr,Tier2,0-1,8-10,11,INDIA,1,9.1,5%-10%,Greater than 24,76-90,16-20,Greater than 5,Greater than 10,Other B2B Category
NSD Tele,1Cr-2Cr,Tier1,1-2,0-4,20,INDIA,0,0.0,0%,Greater than 24,76-90,21-25,Greater than 5,4-6,Consumer Focused Segment
NSD Tele,Upto 50 Lakh,Others,0-1,5-7,0-5,LOCAL ONLY,3,100.0,Greater than 25%,5-8,91-100,21-25,5,1-3,Industrial Segments
NSD Top Cities - Inhouse FSF,Upto 50 Lakh,Tier2,0-1,5-7,20,HYPERLOCAL,2,10.0,5%-10%,17-20,51-75,4-6,0,0,Industrial Segments
